section,discourse,word_count,doc_len,clause_len,emotion_pos,cause_pos,true_pairs
275,他们婆媳之间本来就常因琐事争执我帮谁也不是看到老婆和我父母关系这么僵我也很无奈一边是生我养我的父母一边是老婆女儿我真的不知道该怎么办昨日凌峰在电话中告诉记者当时自己夹在中间十分为难当时家庭条件也不好母亲还要求交200元生活费所以就找朋友借了钱干脆搬家,125,15,"[6, 9, 6, 13, 5, 10, 7, 10, 2, 10, 12, 9, 13, 9, 4]",[5],[[4]],"[[5, 4]]"
276,2012年的一天陈丽离开顺德回了老家广西渐渐地不再联系庞文华后来她甚至还通过QQ告诉庞文华死都不会回到他身边妻子的离家出走让庞文华很生气更让他暴怒的是他竟然发现了她与其他男子的亲密照片怀疑妻子有婚外情庞文华想找到她当面对质让她解释清楚但是陈丽始终不愿与他见面,129,13,"[8, 12, 10, 2, 22, 7, 7, 7, 17, 8, 17, 2, 10]",[8],[[9]],"[[8, 9]]"
277,5月20日本该是一个幸福温馨的日子情侣纷纷选择在这一天登记结婚在成都中院调解室内骆嘉文却在为当初执着于一纸婚书后悔不已,59,4,"[17, 14, 9, 19]",[4],[[4]],"[[4, 4]]"
278,在20日的调解过程中骆嘉文的父亲骆刚一直陪伴在旁对于儿子为了和一个网友结婚卖掉自己给他买的房子的行为骆刚气愤地摆摆手太不像话了简直荒唐曾经骆刚一直为自己的海归儿子自豪如今却是恨铁不成钢这个仔太不孝了,99,9,"[10, 14, 26, 13, 4, 2, 14, 9, 7]",[4],[[3]],"[[4, 3]]"
279,2009年该案经广州中院一审法庭认定宋小华作案手段残忍危害后果严重但鉴于案发当天是因为受到被害人言语羞辱的刺激才发生打斗并临时起意杀人且归案后认罪态度好有一定悔罪表现最终以故意杀人罪对宋小华判处死刑缓期二年执行并对死者家属进行民事赔偿李洋遇害多年之后李家人一直没能从痛苦中走出来,139,13,"[5, 9, 13, 6, 22, 12, 9, 7, 16, 6, 12, 8, 14]",[13],[[12]],"[[13, 12]]"
280,2013年7月省城一女子方丽通过章丘某婚介所认识了一名叫王华的男子看介绍王华五十来岁老家河北老伴多年前去世方丽向民警回忆婚介所的工作人员告诉她王华系省城一机关单位退休职工现在外搞工程有多处房产但最让方丽感动的还是王华的细心体贴在和方丽相处过程中王华殷勤备至经常主动下厨炒菜做饭让方丽误以为王华就是自己几年来寻找的意中人,159,16,"[7, 26, 3, 6, 4, 7, 7, 11, 14, 6, 5, 17, 9, 6, 10, 21]",[12],[[12]],"[[12, 12]]"
281,一辆车两套房子这是宁波本地人计某男30来岁为追求苏某女1985年出生给出的家当不对是偷来的家当他未经父母同意便擅自拿了家里的房产证抵押掉换来的钱有160多万元一分不差全给了苏某等到东窗事发计某发现苏某早已背着他结婚生女还把钱全挥霍掉了令人诧异的是计某对苏某竟没有一丝怨言只是重复着说我爱她我真的很爱她,150,18,"[7, 10, 10, 12, 2, 6, 7, 14, 11, 4, 5, 6, 15, 8, 6, 12, 9, 6]",[15],[[16]],"[[15, 16]]"
282,7年多来张敏的母亲没挨过一次饿也没生过一次褥疮张敏的父亲很长时间才能回家一次谈起女儿这么多年来的艰辛张怀清很心疼也很愧疚已经23岁的张敏脸上稚气未脱回忆起母亲刚瘫痪的那几年张敏的脸色有些黯淡妈妈那时候经常发脾气我觉得好心疼但从不敢在妈妈面前流眼泪我喜欢在妈妈面前笑这样可以让她高兴一些,142,15,"[4, 11, 8, 15, 12, 6, 4, 14, 12, 9, 10, 6, 12, 9, 10]",[6],[[5]],"[[6, 5]]"
283,问起赵丹枝是否担心一个人孤独终老赵丹枝说即使找了别人也无法代替吴同远的位置桃源社区工作人员王玉红说赵丹枝做保姆一直做到60多岁现在享受低保目前钱并不是最大的问题我们担心她无儿无女一旦有病或有事没人照顾她,101,10,"[16, 4, 6, 11, 26, 6, 11, 9, 7, 5]",[8],[[8]],"[[8, 8]]"
284,两人9日已由户政事务所人员进入看守所在管理员戒护下签字结婚不过因为蔡京京与曾智忠皆为在押被告因此即使结婚也无法独处但可申请会面由所方视情况核淮对此蔡京京父亲蔡金进则激动表示女儿竟在母亲节前夕与杀她妈妈的凶手结婚对妈妈而言会死不瞑目并称对于这种婚姻无法祝福,127,13,"[18, 11, 2, 15, 11, 6, 8, 2, 13, 19, 10, 8, 4]",[9],[[10]],"[[9, 10]]"
285,人民网5月12日电据台湾今日新闻网报道蔡京京偕同男友弑母弃尸一案震惊社会花莲看守所10日证实蔡京京与男友曾智忠于9日在管理员戒护下签字结婚据报导蔡京京因与男友联手杀害自己母亲遭判无期徒刑其男友曾智忠则遭判死刑而花莲看守所证实两人9日已由户政事务所人员进入看守所在管理员戒护下签字结婚,141,11,"[19, 17, 10, 23, 3, 15, 6, 11, 8, 18, 11]",[2],[[2]],"[[2, 2]]"
286,据香港明报报道10年前北上工作把妻儿弃留在香港的男子年届六旬从上海回流返港鸟倦知还盼一家团圆但多次被妻儿拒诸门外老翁近日再次寻妻不遂一时感触加上钱财散尽担心未来生活10日凌晨写下遗书在公园凉亭吊颈身亡,100,9,"[7, 19, 11, 9, 10, 10, 10, 6, 18]",[8],[[7]],"[[8, 7]]"
287,约10年前事主抛妻弃子独自到上海任保安主管收入不俗但10年来没有与香港的妻儿联络但近年事主金钱散尽加上年纪老迈担心不获公司续约晚年生活无依去年开始他多次返港寻妻儿盼一家团圆但被家人拒绝,92,12,"[5, 6, 10, 4, 15, 9, 6, 8, 6, 12, 5, 6]",[8],"[[6, 7]]","[[8, 6], [8, 7]]"
288,中年丧夫她凭一己之力将5个孩子拉扯长大结婚生子人到晚年她再次承担起了儿子一家五口的看病饮食起居河南中牟县南仁村72岁的低保户吕兰芝借外债近50万元执着为身患白血病的孙子治病续命感动众多网友被网友称赞为河南最美母亲最美奶奶,110,9,"[4, 15, 4, 4, 20, 18, 23, 6, 16]",[8],[[7]],"[[8, 7]]"
289,走进中牟县南仁村吕兰芝家院门映入眼帘的只有一间破旧的砖瓦平房与周边邻居的多层楼房相比显得格格不入环顾院中只有6只瘦弱的柴鸡在鸡圈内蹦达一辆破旧的架子车孤零零地立在墙边进入屋内唯一的家用电器是邻居赠送的老式背投电视机一个小型煤气灶成为屋内少有的高科技产品吕兰芝真是命苦可她又那么坚强这么多年来她没有恳求过任何人帮忙全是靠自己村里人没有不佩服她的老邻居马荣先说起吕兰芝赞扬之余仍忍不住地叹气,193,16,"[14, 16, 18, 4, 15, 16, 4, 20, 19, 7, 7, 5, 16, 10, 11, 11]",[14],[[13]],"[[14, 13]]"
290,湖北女子阿菊将阿强均化名视为夫君和他共筑爱巢过起周末夫妻生活万万没想到六年后阿菊发现阿强另有家室分手后阿菊愤怒未平告发此事阿强被判重婚坐牢半年判后阿强不服前日此案广州中院二审开庭,89,12,"[16, 14, 5, 3, 10, 3, 6, 4, 10, 2, 4, 12]",[7],[[5]],"[[7, 5]]"
291,庭审开始董某最初在法警的押解下进入法庭并没有表现出任何异常的行为他平静地坐在被告席上轻声细语地回答法庭的每一个提问其音量低到书记员都难以记录直到法官多次要求提高音量董某才稍稍提高了嗓门我做错了对我所犯的罪行感到很后悔无论如何都难以挽回造成这样的后果是我这几年疏于学习无法控制自己的情感造成的希望法庭能够给我重新做人的机会我以后会好好报答受害人的家属做对社会有益的事,182,17,"[4, 15, 13, 10, 15, 13, 12, 10, 4, 12, 9, 7, 9, 12, 15, 14, 8]",[10],[[10]],"[[10, 10]]"
292,事发当天下午1点马某从洪山乘车来到郭某寝室玩用其中一位室友的电脑与女友聊天时女友以性格不合提出分手马某非常恼火与女友在网上大吵了一番后同意分手下午两点4名室友相继出门考试留下马某一人独自在寝室受到刺激的马某想气一下女友决定让自己坐牢清静一下就将放在桌子上的两台笔记本电脑1部手机和200元现金等物装进自己随身携带的双肩包在乘坐公汽返回的路上马某分别给寝室的4人发信息称偷了他们的东西请他们报警3位同学好言相劝让马某想开些东西还给他们就算了另一名同学打电话报警,229,20,"[8, 14, 16, 11, 6, 12, 4, 4, 10, 11, 13, 11, 15, 25, 10, 21, 5, 14, 9, 10]",[5],[[4]],"[[5, 4]]"
293,一天在家上网的吴某华与一个叫金太郎的网友接上了话茬两人相谈甚欢金太郎说自己家住在首批国家5A级旅游区张家界市旁边向吴某华发出了前来游玩的邀请生活枯燥的吴某华于是独自一人来到沅陵县七甲坪镇与网友金太郎见面到达七甲坪后吴某华发现一切都不是自己想象中的样子后悔不已,129,9,"[2, 23, 6, 25, 14, 31, 6, 18, 4]",[9],[[8]],"[[9, 8]]"
294,被害男子被打倒在地继续吃拳脚其中一人还拿树枝打最后男子的前女友冲过来劝架但眼看男子痛苦躺在地上爬不起来不知道该怎么办焦急地坐在地上哭据报道男子被抬上救护车后一开始还可以讲话不过抵达医院之后医生问他是否胸闷绞痛他回答不会但没多久后就没了呼吸心跳,121,16,"[9, 5, 9, 2, 11, 15, 7, 8, 3, 9, 8, 8, 10, 5, 5, 7]",[8],[[6]],"[[8, 6]]"
295,昨日下午4时涂某的母亲郭某致电东湖高新公安分局寻找救命恩人郭某称儿子与她一同居住在黄陂乡下因房屋面临拆迁本就不和睦的婆媳常发生争吵这让夹在二人中间的涂某非常郁闷25日上午10时许婆媳之间又发生争执突然传来涂某一声悲呼郭某往楼下一看只见儿子喝完一整瓶不知从哪来的敌敌畏正摇摇晃晃向外走没走多远就倒在路边泥泞之中,154,15,"[6, 17, 6, 3, 13, 7, 13, 15, 9, 9, 10, 7, 18, 8, 13]",[8],[[7]],"[[8, 7]]"
296,2011年9月夏静去涉外经济学院上学张富华每周都去看她周末则继续去欢天喜地酒店开房张送给夏一台相机一台手机还有记不清次数的零花钱这是两人的蜜月期夏静说开学那段张富华亲自开车帮她买被子等生活用品着实令她感动她估计截至那时张花在和她交往上的费用4万-5万元包括他送的钱物和两人开房吃饭费用等,143,15,"[7, 11, 9, 14, 12, 11, 8, 3, 4, 17, 6, 3, 4, 17, 17]",[11],[[10]],"[[11, 10]]"
297,2012年5月10日夏静突然消失了她离开长沙跟随前男友去了深圳这令张富华又伤心又气愤他于5月16日与前妻办了离婚手续6月他独自去了夏静在江华的老家他跟我妈说可以把我哥弄出来在我妈焦急的命令下我又和他联系上了,103,11,"[10, 7, 5, 9, 11, 16, 2, 13, 13, 9, 8]",[5],[[4]],"[[5, 4]]"
298,夏静称她感受到压力所以签字之后就借上厕所之由逃离了洞井派出所这令张富华更加气愤自从答应捞夏强出来后张富华真的开始着手办理此事他先后两次去了广州高明监狱请当地朋友吃饭花费不少现在夏静这么背信弃义他岂不是人财两空,104,11,"[9, 6, 15, 9, 10, 13, 13, 7, 4, 10, 8]",[4],[[3]],"[[4, 3]]"
299,她仅有13岁却拥有这么无畏的精神真是太令人感动了让我们一起为李美佳祈福为她加油在郏县贴吧吧主转载了本报的报道网友们为李美佳的精神喝彩还自发为李美佳捐款祝福她早日康复昨日上午来自北京郑州等地的读者看到大河报的报道后纷纷向记者索要李美佳父母的电话和账号要求为李美佳捐款,132,14,"[6, 10, 8, 11, 4, 5, 10, 12, 9, 7, 4, 20, 18, 8]",[3],[[2]],"[[3, 2]]"
300,李美佳的妈妈胡艳娜告诉记者连日来不少爱心人士来到病房捐款他们全家人都感激万分4月21日下午4时许平顶山爱心之家负责人来到病房看望了李美佳并带来50500元捐款昨日上午郏县龙山街道办事处全体机关干部职工再次为李美佳捐款6000元连同收到的郏县中医院的5000元捐款郏县三立国际学校捐款3000元郏县城关镇卫生院信用社各送来捐款1000元全部送交李美佳的父母手中,179,13,"[13, 3, 12, 10, 10, 20, 11, 4, 30, 18, 15, 21, 12]",[4],[[3]],"[[4, 3]]"
301,李美佳闭着眼睛静静地躺在病床上不时地伸一下腿扭一下脸看到有人到来胡艳娜趴在女儿耳朵旁低声喊着孩子醒醒吧你看看叔叔阿姨都来看你了就在这时李美佳居然睁开了眼睛嘴角还带着微笑孩子醒来了孩子醒来了胡艳娜激动地喊着欣喜万分也许是太累了小美佳睁开眼睛看了看周围的人又慢慢地闭上了眼睛,135,18,"[15, 7, 4, 6, 16, 3, 3, 9, 4, 10, 7, 5, 5, 8, 4, 6, 14, 9]",[14],[[13]],"[[14, 13]]"
302,得知魏某早年丧夫而且一直单身老蔺有了想法毕竟自己也单着何不两人一起凑合着过一辈子呢可是魏某对老蔺并不来电老蔺几经讨好均遭到拒绝盛怒之下他开始威胁魏某如若不从就去她河南老家杀了他们魏某在威逼利诱下不得不从,101,11,"[8, 6, 6, 7, 14, 11, 11, 4, 7, 15, 12]",[8],[[7]],"[[8, 7]]"
303,本人刘××因为与前妻吴××2008年离婚后存在巨大争议感觉被糊弄思想处于极度愤怒的状态所以发表了一些偏激的言论部分事实不能百分之百地核实对此向吴××表示真诚的歉意对这部分言论通过删帖和道歉纠正以后会引以为戒讨论问题实事求是是一说一是二说二发表文章经得起事实和历史的检验,134,13,"[5, 22, 5, 11, 12, 13, 13, 15, 7, 8, 4, 4, 15]",[4],[[3]],"[[4, 3]]"
304,今日晚四川新闻网记者联系到了深入事故卡车内部救援的消防战士陈飞他告诉四川新闻网记者当时驾驶员意识清醒看到救援官兵进入车内救援就自顾自点燃香烟猛吸了几口接着驾驶员又给老婆打了近五分钟电话告知了其目前状况并问她如果我两腿断了你还会不会爱我还会不会和我在一起或许是得到了老婆的肯定答复之后他格外激动又接连抽了几只香烟期间不时向救援人员建言献策,168,14,"[3, 28, 10, 9, 25, 2, 15, 8, 17, 9, 13, 7, 9, 13]",[12],[[11]],"[[12, 11]]"
305,有人通过各种关系向参加婚宴的人求证后说确实是新娘啦村里面参加的人有不少亲戚朋友的两个女的父母也都在婚礼现场大家纷纷猜测新郎或是个土豪但据一位知情人士透露史某家里并不富有但史某男女关系一直比较复杂大多数网友对这个奇葩婚礼表示了愤慨诸多网友认为如果这是真的那就是对法律和社会道德的双重践踏但也有人认为如果仅仅是恶搞也没什么大不了,162,15,"[25, 15, 13, 6, 7, 10, 8, 13, 17, 6, 6, 16, 6, 7, 7]",[9],[[9]],"[[9, 9]]"
306,曾小姐是一家广告公司的文案目前单身谈到这个话题她情绪一下高涨起来怎么不担心大学时的男友送个老鼠粘到宿舍没给我打电话给室友打了把我给气的曾小姐说倒不是说最后这两人真怎么着了而是男友直接跳过自己找了室友让她有吃醋的感觉她坦言不喜欢男友和自己朋友走太近会有危机感,128,15,"[13, 4, 6, 9, 5, 14, 11, 5, 4, 14, 14, 8, 3, 13, 5]",[8],[[7]],"[[8, 7]]"
307,上个周末他女朋友突然要给我介绍男朋友吴小姐说那次也是三个人一起去商场买鞋子自己和男闺蜜的女朋友在挑鞋时男闺蜜一直在做参谋偶尔还会说自己的腿比他女朋友的细事后大家一起吃饭在饭桌上女方突然说有个条件很好的朋友想要介绍给她不知道是不是我和他走得太近了他女朋友有点不高兴吴小姐说因为常常三个人一起在家做饭吃男闺蜜总是先称赞她的厨艺再称赞女朋友,167,18,"[4, 14, 4, 7, 8, 14, 9, 16, 8, 4, 14, 6, 14, 9, 4, 14, 12, 6]",[14],[[13]],"[[14, 13]]"
308,当天17时许雷成林包车带着该女子从金寨出发夜里到达商城县上石桥镇派出所王丛贤老人已早早地来到派出所等候一见女儿安然无恙地下车王丛贤老泪纵横拉着雷成林的手久久不松雷成林随后不要任何回报连夜返回金寨,97,9,"[6, 15, 14, 16, 11, 7, 11, 11, 6]",[6],[[5]],"[[6, 5]]"
