section,discourse,word_count,doc_len,clause_len,emotion_pos,cause_pos,true_pairs,conn
587,四个儿女都想接我到他们家去住但我咋能把妈一个人留在家2006年底我去服侍大女儿坐月子就托人把王文平找回来照顾妈过了几个月我回来一看妈都没得人样子了我那个心疼啊,79,8,"[14, 12, 6, 10, 13, 10, 8, 6]",[8],[[7]],"[[8, 7]]",但但但由就但当但
588,这些年来在熊先翠的悉心照料下何玉香老人得以安度晚年人家都说我可以活到一百岁王安强告诉记者熊先翠的孝行感动了全体村民大家们都把她叫最美儿媳,68,7,"[4, 10, 11, 12, 7, 13, 11]",[6],[[6]],"[[6, 6]]",而但但但但而但
589,刘大妈患病以来最让陈大爷着急的就是老伴儿进食困难陈大爷把食物混合打碎放进针筒再给老伴儿喂进嘴里但周围能找到的几乎都是塑料针筒口太短太细喂水凑合喂食物太难用,77,9,"[7, 17, 10, 4, 9, 15, 5, 4, 6]",[2],[[2]],"[[2, 2]]",而而当或就而但但但
590,陈大爷说老伴儿刚刚成了植物人的时候对外界一点反应也没有他坚持每天跟老伴儿聊天7年前的那个夏天他买完菜回家一进屋便惊呆了老伴儿竟然睁开了眼睛还能跟着他的走动而微微扭头,82,9,"[4, 13, 10, 11, 8, 6, 7, 10, 13]",[7],[[8]],"[[7, 8]]",但当但但当当但而但
591,2012年2月18日新学期开学前一天潘春晓在栖霞当地医院做了手术住院近一周后因怕误课提前出院回到课堂之后潘春晓查出右上颌窦癌医院开始让做放疗因为担心没法上课她只切除肿瘤未做放疗就再次回到学校,95,10,"[10, 8, 14, 6, 4, 8, 12, 8, 8, 17]",[9],[[9]],"[[9, 9]]",但或但因或就但但更但
592,薛青法说对于父母这么多年攒下来的这笔钱他们都感到很吃惊也不会舍得去花这笔钱风风雨雨这么多年可在薛青法的记忆里两位老人做任何事情几乎都是形影不离,71,7,"[4, 15, 8, 10, 8, 9, 17]",[3],[[2]],"[[3, 2]]",但而但但但但而
593,小美说学校了解了她的情况后允许她毕业后再把学费补齐至今小美仍然不知道母亲想要整容的原因她没和我说过我们不谈这个她说过很后悔觉得很对不起我我现在只希望母亲赶紧好起来,81,9,"[3, 22, 2, 16, 6, 6, 6, 7, 13]",[7],[[8]],"[[7, 8]]",但但但但但但但就但
594,11月28日本报报料热线接到彭教授的电话她说自己年过八旬是原中山医科大学的退休教授11月15日清晨她在广州东湖御苑路口被疾停的汽车惊吓虽未被撞但连退多步摔倒司机担心其假摔不敢下车扶在这危急关头一名穿校服的男生将她扶了起来,110,13,"[6, 14, 2, 6, 13, 8, 18, 4, 7, 7, 5, 6, 14]",[7],[[7]],"[[7, 7]]",但但但因但但而但但但但就但
595,郑欣颖的家在衢州市衢江区东华村解放前建的老房子房顶已经有些破损房间里除了一张床一张桌子再也没别的像样家具她当时躺在床上看到我们来显得很高兴她没有提一句自己的病情只是跟我们说自己一直在担心弟弟妹妹的学费,100,11,"[15, 8, 8, 8, 4, 9, 7, 5, 5, 11, 20]",[9],[[8]],"[[9, 8]]",而与但而就就但就但但但
596,在生命最后的日子里躺在病床上的她没有提一句自己的病情而是一直在担心弟弟妹妹的学费学校发起了捐款但因为病情恶化三个月后郑欣颖不幸离世,65,7,"[9, 17, 14, 7, 7, 4, 7]",[3],[[3]],"[[3, 3]]",而而因而但而因
597,汉中的一位网友在网上发布了一个消息称一位在寒风中卖菜的老大爷收了一张百元假钞这对于一个一天只能卖二三十块钱的菜农来说无疑是巨大的损失老大爷发现上当受骗后伤心痛哭周围的群众见状想出了一个办法大家凑钱给他弥补损失温暖的举动让人感动,113,7,"[17, 21, 28, 14, 14, 10, 9]","[4, 7]","[[4], [7]]","[[4, 4], [7, 7]]",而故而当而但但而如但当而但但
599,热心市民围人墙遮挡寒风在救护车未到前十几个过往市民围成一个圈为钟远萍母女挡住寒风好心人拿出钟远萍包中的婴儿被子包裹着孩子要不要奶粉我给你拿奶粉下来一位初为人母的女士连忙上楼给钟远萍拿奶粉非常感动以为现场是她的亲戚没想到全是不认识的周边群众妇产科医师于进强说当时室外温度不足10℃新生儿产热有限身上附着羊水是非常冷的包裹包得非常好很保暖孩子面色红润哭声响亮,177,18,"[18, 12, 10, 20, 5, 8, 20, 4, 9, 13, 9, 11, 7, 11, 7, 3, 6, 4]",[8],[[10]],"[[8, 10]]",更由因但但但而但总但总但与但但但但因
600,致电本报热线的于先生被殷永池的爱心深深感动不能委屈这样的年轻人应该提供充分的就业岗位让他挣钱养家糊口,50,4,"[21, 10, 11, 8]",[1],[[1]],"[[1, 1]]",而总更就
601,他说今年离职后一直没有找到合适的工作很沮丧这些帮助对他来说如同雪中送炭我会电话联系这些公司然后选较为中意的单位实地了解我并没做多么了不起的事相比这么多好心人对我的帮助我心有愧意,88,9,"[7, 11, 3, 14, 10, 14, 11, 13, 5]",[3],[[2]],"[[3, 2]]",但但但但但但但但但
602,今年以来随着老人年龄越来越大该社区居委会陆续安排志愿者接过老人的扫帚代替老人继续将桥扫下去并准备于11月29日举办窦珍志愿者服务队扫桥交接仪式令人惋惜的是没等到仪式正式举行的这一天老人就先走了,96,8,"[4, 10, 20, 11, 26, 6, 13, 6]",[6],[[8]],"[[6, 8]]",而但而就而更却但
603,妈妈说孩子我给了你第一次生命也会给你重生的机会术后的第5天小施出现了急性排斥反应他感到了恐惧妈妈忍着术后的疼痛来病房安慰我母亲的关切眼神让小施至今提起来仍泪如泉涌现在他和病友正为成立肾移植帮扶基金会而奔走,102,11,"[3, 2, 9, 9, 6, 11, 6, 15, 20, 2, 19]",[7],[[6]],"[[7, 6]]",但而但但但而但但而但而
604,截至目前他已经在医院躺了47天而仅仅在重症监护病房他就已经躺了35天他从鬼门关硬是被医生给拉了回来医药费已花了十多万元而让他和父亲感动的是在他们急需手术又没钱但又急需输血的情况下和他们素不相识的该院骨科主任何双华拿出2万元现金让他们先拿钱去救人很意外也很感动孙凯的父亲孙先生表示何医生给钱的时候他就在病房内,153,15,"[4, 11, 10, 9, 15, 10, 10, 20, 24, 9, 3, 4, 10, 8, 6]",[7],[[9]],"[[7, 9]]",而而因而而而因而而就但但而如而
605,婆婆说自己都记不过来甚至有人买了花转身就把花丢垃圾桶的她也知道别人是为了给她钱是在照顾她可是她又替花心疼12:00附近饭馆拉婆婆吃免费中饭我在这卖花卖了七八年从来不在这边吃饭罗婆婆说不在这边吃饭并不是给不起钱而是害怕吃了饭老板不收她的钱,118,13,"[3, 7, 7, 10, 12, 5, 8, 27, 8, 4, 13, 7, 7]",[12],[[13]],"[[12, 13]]",但而但但但而但但但若而因但
606,小朱说看到这一幕他跟小郑完全没有在意以为是一对年轻情侣在逛街可是接下来的事情让小朱跟小郑感到震惊我俩正要往前走可突然看到那名年轻男子的手伸进了女孩左侧的衣服兜里小朱说还没等他跟小郑反应过来那名男子拿着女孩的手机准备转头离开可男子转头时却看到了在旁边发愣的他俩,129,12,"[3, 5, 10, 12, 2, 16, 7, 25, 3, 11, 17, 18]",[6],[[6]],"[[6, 6]]",但当但总但而而但但但而但
607,当时可能女孩感觉耳朵里的音乐没有了下意识地摸了摸手机发现自己的苹果手机不见了之后女孩不知道如何是好特别地着急小朱说见状他跟同学小郑想都没想立马往小偷跑的方向追,79,9,"[2, 15, 9, 14, 9, 5, 3, 2, 20]",[6],[[4]],"[[6, 4]]",而但便当而更但但而
608,今年6月苏先生的老父亲因病去世后姑姑才说出了实情说他的母亲生活在沧州但由于30多年没有联系不知现在是何情况得知亲生母亲有可能还健在苏先生难掩内心的激动按照姑姑提供的线索独自来沧寻亲听姑姑说母亲是南皮人苏先生首先到了南皮县民政局查询信息工作人员告诉他他的母亲此前在沧州市第一职业中学任职有可能居住在沧州,150,15,"[4, 12, 8, 10, 11, 8, 12, 10, 15, 4, 6, 17, 7, 18, 8]",[8],[[7]],"[[8, 7]]",如当而虽与但当而便就而而但而更
609,我亮明身份后询问老人的子女情况并问她是否还有一个儿子郭成贵说老人想了一下说自己和前夫是有一个儿子离婚后自己找过好多次但因为对方搬家所以再没有见过孩子当郭成贵把苏先生想和她相认的想法告诉老人后老人也非常激动想要先通过电话听听儿子的声音,116,10,"[6, 9, 11, 4, 18, 10, 16, 21, 7, 14]",[9],[[8]],"[[9, 8]]",当当但但但但但但而就
610,戴行舟的家位于芝兰新城昨天一早记者来到这里尽管早有心理准备但是记者一进门还是被震惊了这个家应该称之为仓库除了厨房和卫生间每个房间里都堆满了编织袋鞋盒子有些地方已经顶到了天花板上,88,9,"[11, 4, 6, 8, 13, 10, 8, 15, 13]",[5],[[6]],"[[5, 6]]",而但当但但而但而而
611,2007年10月的一天在探访独居老人过程中尚晓云第一次见到了80岁的凌慧云老人当时凌奶奶正是最失落的时候她老伴刚去世心情很悲伤加上心脏病又复发晚上睡不安稳脸色特别不好第一次见面凌奶奶和尚晓云一见如故两人聊了很久,105,13,"[11, 10, 18, 2, 11, 6, 5, 8, 6, 6, 5, 11, 6]",[7],[[6]],"[[7, 6]]",但但当而而因但更但但但但但
612,凌奶奶今年86岁能自己做饭洗衣服就是害怕独自过夜天一黑我就盼着小云来老人的家两室一厅并不大但看起来很干净这多亏了小云她晚上来总会帮忙收拾又烧水又打扫卫生把家里归置得很整洁,85,11,"[8, 8, 8, 3, 7, 11, 7, 6, 10, 8, 9]",[3],[[3]],"[[3, 3]]",但就但当但但但但但但就
613,陈秋兰打趣地说她每次见到谢进益都是叫他赶快去洗澡陈秋兰说近年谢进益患有糖尿病她也主动帮他控制饮食为他挑选健康食材还带他去看医生陈秋兰谦虚地说她和受助者只是刚好有缘分对于自己的善行不足挂齿但她也担心未来年纪大谢进益恐怕无人照顾盼有关部门能接手别让他流离失所,127,14,"[7, 17, 4, 10, 10, 8, 7, 7, 12, 11, 10, 9, 8, 7]",[11],[[12]],"[[11, 12]]",但但但但但因但但而但但而但但
614,十年间他共救助200多只流浪猫狗并从2011年开始辞去工作开始全职照顾流浪猫狗所用的费用大部分来自社会爱心人士的捐助他称虽然看起来有点不务正业但觉得这是件非常有意义的事情Chris说他的流浪动物基地刚规划好不到两个月的时间却面临被拆100多只流浪动物突然没了去处自己十分担心我正在找新的适合这些流浪猫狗生活的地方,156,16,"[3, 13, 9, 4, 10, 5, 14, 2, 11, 14, 6, 20, 5, 15, 6, 19]",[15],[[14]],"[[15, 14]]",但而但而便而但但但但故而但当而而
615,匆匆回国的邓启明料理了父亲后事后又匆匆地回到了印尼我这辈子最大的遗憾就是父亲临终时我这个唯一的儿子却不在他身边回忆起这一段邓启明难掩失落和懊悔再次回到印尼的邓启明开始动摇了最初的打算母亲还不到50岁常年却备受病痛的折磨却还要坚持继续做黄粑生意,121,10,"[25, 9, 7, 14, 6, 10, 20, 8, 10, 12]",[6],[[5]],"[[6, 5]]",而而但而当而而当但但
616,几年前他的老丈人死于一场没有找到肇事者的车祸那起事故在陈天翼母女心中一直留着个阴影让母女俩伤心痛苦了好一阵子陈天翼的母亲后来得了轻微帕金森症半身瘫痪现在陈天翼又因为事故离开人世这是陈天翼的母亲无法接受的,101,7,"[3, 19, 19, 13, 20, 14, 13]",[4],[[2]],"[[4, 2]]",而而但就而而但
617,当天夜里11点多她的丈夫回到家中两人才发现钱不见了这边知道钱不见了那边就赶快下楼找打着手电筒到楼下到处找根本找不到俺两人都急得一身汗说起当时情况王芹还是心有余悸这时候王芹才想起中午的呼喊声应该和自己有关但当时已是凌晨1点左右两人只好坐等天亮,120,14,"[8, 8, 9, 8, 8, 5, 6, 5, 9, 6, 8, 21, 11, 8]",[11],[[10]],"[[11, 10]]",但当但但而就就但而但但而但但
618,小赵扭过头看见了这一幕小声地问走哪里女子说了句石门大桥桥下听到这话小赵顿时有些诧异因为石门大桥桥下没有公园也没有住宅楼小赵试探性地问你去那里干啥子嘛女子哭得更厉害了边抽泣着边忿忿地说和老公吵架了去跳河,100,10,"[11, 7, 11, 4, 8, 18, 15, 8, 15, 3]",[5],[[6]],"[[5, 6]]",当就而但而而但而就就
619,孩子掉下去了快救救孩子突然一名中年女子大喊起来正在站台上执行反扒任务的便衣民警——北京站公安段治刑大队长金亮听到喊叫迅速跑了过来中年女子情绪激动已说不出话来她用手指指着车厢下方金亮一看大吃一惊一名小女孩掉下站台哇哇大哭她头顶正是车厢门口的脚踏板,122,15,"[6, 5, 2, 10, 35, 6, 8, 6, 10, 4, 4, 9, 4, 3, 10]",[11],[[12]],"[[11, 12]]",但就更而而就而但当但更当就当而
620,昨天4日上午龙虎网记者来到救人小伙倪明森的家中采访他激动的说两个小孩家长专门送来了花篮和1000元慰问金附近居民都被我的救人之事所感动一位被救小孩的母亲接受采访时表示她的血型如果合适的话一定会为倪明森做配型手术但一直令倪明森遗憾的是没能及时救起遇难的那位小孩而深感痛心据悉今年23岁的倪明森早在3年前就被医生诊断为白血病当时为了治疗向亲戚朋友借了不少钱做了配型手术后但没有成功,188,14,"[6, 19, 27, 15, 26, 12, 11, 18, 2, 9, 15, 6, 10, 12]","[4, 8]","[[4], [8]]","[[4, 4], [8, 8]]",而但而而而但但因而而但但更但而但但而而但但因而而但但更但
622,去年12月28日那天很冷蒋元依煮好饭赶紧喂妻子吃饭习惯性的一句慢慢嚼结果妻子意外地回了句晓得虽是短短的两个字却让蒋元依喜出望外当时我先是木了几秒钟接着我放下碗双脚蹬了一下地跳了起来蒋元依嘴角微翘地回忆1183天的守候终于等到了她开口说话,118,16,"[8, 4, 6, 7, 9, 11, 1, 8, 9, 10, 6, 7, 4, 10, 8, 10]",[9],[[8]],"[[9, 8]]",更但当就但但当但但但但但就而与但
623,8月10日蒋元依再次将妻子扶起来学走路帮她挪了3步后想都没想到她自己先挪了右脚说到这蒋元依抑制不住兴奋很快妻子又往前挪了一步她又会重新走路真的太高兴了,75,11,"[5, 14, 7, 5, 8, 3, 9, 2, 9, 7, 6]",[11],[[10]],"[[11, 10]]",与而就但但就而但而但但
624,赵亚平介绍母亲陆绍明曾是桂北游击队的侦察员习惯了四处奔波得了偏瘫以后她心里着急对我发火解气赵亚平说我明白她的焦虑就让她发泄6年前陆绍明被诊断患糖尿病同时失去了语言表达能力成为半个植物人从此只能吃流食,99,14,"[5, 16, 7, 6, 5, 6, 4, 7, 5, 3, 10, 11, 7, 7]",[5],[[4]],"[[5, 4]]",由而却就但就但但但由当但而但
625,20分钟后有男子上前来求助称其钱包丢失裘鑫达核实了男子身份信息后确认该男子就是钱包的主人让其当面清点钱物确认没有减少后将钱包交还给温某钱包短短半小时失而复得失主感到十分庆幸连连对民警表示感谢,95,11,"[5, 8, 6, 13, 12, 8, 7, 8, 11, 8, 9]",[10],[[9]],"[[10, 9]]",但更因当但但但便因而但
